id,c_fraccionarancelaria,descripcion
catalogos_fraccionarancelaria6965,61013091,"Los demás, para hombres."
catalogos_fraccionarancelaria6966,61013092,"Los demás, para niños."
catalogos_fraccionarancelaria6967,61013099,Derogada
catalogos_fraccionarancelaria6968,61019001,De lana o pelo fino.
catalogos_fraccionarancelaria6969,61019099,Los demás.
catalogos_fraccionarancelaria6970,61021001,De lana o pelo fino.
catalogos_fraccionarancelaria6971,61022001,Derogada
catalogos_fraccionarancelaria6972,61022002,Para mujeres.
catalogos_fraccionarancelaria6973,61022099,Los demás.
catalogos_fraccionarancelaria6974,61023001,Con un contenido de lana o pelo fino mayor o igual a 23% en peso.
catalogos_fraccionarancelaria6975,61023002,"Chamarras para niñas, excepto lo comprendido en la fracción 6102.30.01."
catalogos_fraccionarancelaria6976,61023003,"Para mujeres, excepto lo comprendido en la fracción 6102.30.01."
catalogos_fraccionarancelaria6977,61023099,Los demás.
catalogos_fraccionarancelaria6978,61029001,De las demás materias textiles.
catalogos_fraccionarancelaria6979,61031001,De lana o pelo fino.
catalogos_fraccionarancelaria6980,61031002,De fibras sintéticas.
catalogos_fraccionarancelaria6981,61031003,De algodón o de fibras artificiales.
catalogos_fraccionarancelaria6982,61031004,Con un contenido de seda mayor o igual a 70% en peso.
catalogos_fraccionarancelaria6983,61031099,Los demás.
catalogos_fraccionarancelaria6984,61032201,De algodón.
catalogos_fraccionarancelaria6985,61032301,De fibras sintéticas.
catalogos_fraccionarancelaria6986,61032901,De lana o pelo fino.
catalogos_fraccionarancelaria6987,61032999,Los demás.
catalogos_fraccionarancelaria6988,61033101,De lana o pelo fino.
catalogos_fraccionarancelaria6989,61033201,De algodón.
catalogos_fraccionarancelaria6990,61033301,Con un contenido de lana o pelo fino mayor o igual a 23% en peso.
catalogos_fraccionarancelaria6991,61033399,Los demás.
catalogos_fraccionarancelaria6992,61033901,De fibras artificiales.
catalogos_fraccionarancelaria6993,61033902,Con un contenido de seda mayor o igual a 70% en peso.
catalogos_fraccionarancelaria6994,61033999,Los demás.
catalogos_fraccionarancelaria6995,61034101,De lana o pelo fino.
catalogos_fraccionarancelaria6996,61034201,Pantalones con peto y tirantes.
catalogos_fraccionarancelaria6997,61034202,"Para hombres, pantalones largos."
catalogos_fraccionarancelaria6998,61034204,"Para niños, pantalones largos."
catalogos_fraccionarancelaria6999,61034291,"Los demás, para hombres."
catalogos_fraccionarancelaria7000,61034292,"Los demás, para niños."
catalogos_fraccionarancelaria7001,61034299,Suprimida
catalogos_fraccionarancelaria7002,61034301,Con un contenido de lana o pelo fino mayor o igual a 23% en peso.
catalogos_fraccionarancelaria7003,61034302,"Para hombres, pantalones largos, excepto lo comprendido en la fracción 61034301."
catalogos_fraccionarancelaria7004,61034303,"Para hombres, pantalones cortos o shorts, excepto locomprendido en la fracción 6103.43.01."
catalogos_fraccionarancelaria7005,61034304,"Para niños, pantalones largos, excepto lo comprendido en la fracción 61034301."
catalogos_fraccionarancelaria7006,61034305,"Para niños, pantalones cortos o shorts, excepto lo comprendidoen la fracción 6103.43.01."
catalogos_fraccionarancelaria7007,61034391,"Los demás, para hombres."
catalogos_fraccionarancelaria7008,61034392,"Los demás, para niños."
catalogos_fraccionarancelaria7009,61034399,Suprimida
catalogos_fraccionarancelaria7010,61034901,De fibras artificiales.
catalogos_fraccionarancelaria7011,61034902,Con un contenido de seda mayor o igual a 70% en peso.
catalogos_fraccionarancelaria7012,61034999,Los demás.
catalogos_fraccionarancelaria7013,61041301,Con un contenido de lana o pelo fino mayor o igual a 23% en peso.
catalogos_fraccionarancelaria7014,61041399,Los demás.
catalogos_fraccionarancelaria7015,61041901,De fibras artificiales.
catalogos_fraccionarancelaria7016,61041902,Con un contenido de seda mayor o igual a 70% en peso.
catalogos_fraccionarancelaria7017,61041903,"Con un contenido de lana o pelo fino mayor o igual a 23%, sin exceder de 50% en peso."
catalogos_fraccionarancelaria7018,61041904,"De lana o pelo fino, excepto lo comprendido en la fracción 6104.19.03."
catalogos_fraccionarancelaria7019,61041905,De algodón.
catalogos_fraccionarancelaria7020,61041999,Los demás.
catalogos_fraccionarancelaria7021,61042201,De algodón.
catalogos_fraccionarancelaria7022,61042301,De fibras sintéticas.
catalogos_fraccionarancelaria7023,61042901,De lana o pelo fino.
catalogos_fraccionarancelaria7024,61042999,Los demás.
catalogos_fraccionarancelaria7025,61043101,De lana o pelo fino.
catalogos_fraccionarancelaria7026,61043201,De algodón.
catalogos_fraccionarancelaria7027,61043301,Con un contenido de lana o pelo fino mayor o igual a 23% en peso.
catalogos_fraccionarancelaria7028,61043399,Los demás.
catalogos_fraccionarancelaria7029,61043901,De fibras artificiales.
catalogos_fraccionarancelaria7030,61043902,Con un contenido de seda mayor o igual a 70% en peso.
catalogos_fraccionarancelaria7031,61043999,Las demás.
catalogos_fraccionarancelaria7032,61044101,De lana o pelo fino.
catalogos_fraccionarancelaria7033,61044201,Derogada
catalogos_fraccionarancelaria7034,61044202,Para mujeres.
catalogos_fraccionarancelaria7035,61044299,Los demás.
catalogos_fraccionarancelaria7036,61044301,Con un contenido de lana o pelo fino mayor o igual a 23% en peso.
catalogos_fraccionarancelaria7037,61044391,"Los demás, para mujeres."
catalogos_fraccionarancelaria7038,61044392,"Los demás, para niñas."
catalogos_fraccionarancelaria7039,61044399,Derogada
catalogos_fraccionarancelaria7040,61044401,Con un contenido de lana o pelo fino mayor o igual a 23% en peso.
catalogos_fraccionarancelaria7041,61044403,"Para mujeres, excepto lo comprendido en la fracción 6103.44.01."
catalogos_fraccionarancelaria7042,61044499,Los demás.
catalogos_fraccionarancelaria7043,61044901,Con un contenido de seda mayor o igual a 70 % en peso.
catalogos_fraccionarancelaria7044,61044999,Los demás.
catalogos_fraccionarancelaria7045,61045101,De lana o pelo fino.
catalogos_fraccionarancelaria7046,61045201,Suprimida
catalogos_fraccionarancelaria7047,61045202,Para mujeres.
catalogos_fraccionarancelaria7048,61045299,Los demás.
catalogos_fraccionarancelaria7049,61045301,Con un contenido de lana o pelo fino mayor o igual a 23% en peso.
catalogos_fraccionarancelaria7050,61045391,"Los demás, para mujeres."
catalogos_fraccionarancelaria7051,61045392,"Los demás, para niñas."
catalogos_fraccionarancelaria7052,61045399,Derogada
catalogos_fraccionarancelaria7053,61045901,De fibras artificiales.
catalogos_fraccionarancelaria7054,61045902,Con un contenido de seda mayor o igual a 70% en peso.
catalogos_fraccionarancelaria7055,61045999,Las demás.
catalogos_fraccionarancelaria7056,61046101,De lana o pelo fino.
catalogos_fraccionarancelaria7057,61046201,Pantalones con peto y tirantes.
catalogos_fraccionarancelaria7058,61046202,"Para mujeres, pantalones cortos o shorts."
catalogos_fraccionarancelaria7059,61046206,"Para niñas, pantalones cortos o shorts."
catalogos_fraccionarancelaria7060,61046291,"Los demás, para mujeres."
catalogos_fraccionarancelaria7061,61046292,"Los demás, para niñas."
catalogos_fraccionarancelaria7062,61046299,Suprimida
catalogos_fraccionarancelaria7063,61046301,Con un contenido de lana o pelo fino mayor o igual a 23% en peso.
catalogos_fraccionarancelaria7064,61046302,"Para mujeres, pantalones cortos o shorts, excepto locomprendido en la fracción 6104.63.01."
catalogos_fraccionarancelaria7065,61046303,"Para niñas, pantalones cortos o shorts, de poliéster."
catalogos_fraccionarancelaria7066,61046304,"Para niñas, pantalones cortos o shorts, excepto lo comprendido en la fracción 6104.63.03."
catalogos_fraccionarancelaria7067,61046391,"Los demás, para niñas."
catalogos_fraccionarancelaria7068,61046392,"Los demás, para mujeres."
catalogos_fraccionarancelaria7069,61046399,Suprimida
catalogos_fraccionarancelaria7070,61046901,De fibras artificiales.
catalogos_fraccionarancelaria7071,61046902,Con un contenido de seda mayor o igual a 70% en peso.
catalogos_fraccionarancelaria7072,61046999,Los demás.
catalogos_fraccionarancelaria7073,61051001,Suprimida
catalogos_fraccionarancelaria7074,61051003,"Camisas deportivas, para hombres."
catalogos_fraccionarancelaria7075,61051004,"Camisas deportivas, para niños."
catalogos_fraccionarancelaria7076,61051099,Las demás.
catalogos_fraccionarancelaria7077,61052001,Derogada
catalogos_fraccionarancelaria7078,61052002,Para hombres.
catalogos_fraccionarancelaria7079,61052099,Las demás.
catalogos_fraccionarancelaria7080,61059001,Con un contenido de seda mayor o igual a 70% en peso.
catalogos_fraccionarancelaria7081,61059099,Las demás.
catalogos_fraccionarancelaria7082,61061001,Suprimida
catalogos_fraccionarancelaria7083,61061003,"Camisas deportivas, para mujeres."
catalogos_fraccionarancelaria7084,61061004,"Camisas deportivas, para niñas."
catalogos_fraccionarancelaria7085,61061091,"Las demás, para mujeres."
catalogos_fraccionarancelaria7086,61061092,"Las demás, para niñas."
catalogos_fraccionarancelaria7087,61061099,Derogada
catalogos_fraccionarancelaria7088,61062001,Con un contenido de lana o pelo fino mayor o igual a 23% en peso.
catalogos_fraccionarancelaria7089,61062091,"Las demás, para mujeres."
catalogos_fraccionarancelaria7090,61062092,"Las demás, para niñas."
catalogos_fraccionarancelaria7091,61062099,Derogada
catalogos_fraccionarancelaria7092,61069001,De lana o pelo fino.
catalogos_fraccionarancelaria7093,61069002,Con un contenido de seda mayor o igual a 70% en peso.
catalogos_fraccionarancelaria7094,61069099,Las demás.
catalogos_fraccionarancelaria7095,61071101,Derogada
catalogos_fraccionarancelaria7096,61071102,Para hombres.
catalogos_fraccionarancelaria7097,61071199,Los demás.
catalogos_fraccionarancelaria7098,61071201,Derogada
catalogos_fraccionarancelaria7099,61071202,Para hombres.
catalogos_fraccionarancelaria7100,61071299,Los demás.
catalogos_fraccionarancelaria7101,61071901,De las demás materias textiles.
catalogos_fraccionarancelaria7102,61072101,Suprimida
catalogos_fraccionarancelaria7103,61072102,Para hombres.
catalogos_fraccionarancelaria7104,61072199,Los demás.
catalogos_fraccionarancelaria7105,61072201,Suprimida
catalogos_fraccionarancelaria7106,61072202,Para hombres.
catalogos_fraccionarancelaria7107,61072299,Los demás.
catalogos_fraccionarancelaria7108,61072901,Con un contenido de seda mayor o igual a 70% en peso.
catalogos_fraccionarancelaria7109,61072999,Los demás.
catalogos_fraccionarancelaria7110,61079101,De algodón.
catalogos_fraccionarancelaria7111,61079901,Con un contenido de seda mayor o igual a 70% en peso.
catalogos_fraccionarancelaria7112,61079902,De fibras sintéticas o artificiales.
catalogos_fraccionarancelaria7113,61079999,Los demás.
catalogos_fraccionarancelaria7114,61081101,De fibras sintéticas o artificiales.
catalogos_fraccionarancelaria7115,61081901,De las demás materias textiles.
catalogos_fraccionarancelaria7116,61082101,Derogada
catalogos_fraccionarancelaria7117,61082102,Para mujeres.
catalogos_fraccionarancelaria7118,61082199,Los demás.
catalogos_fraccionarancelaria7119,61082201,Derogada
catalogos_fraccionarancelaria7120,61082202,Para mujeres.
catalogos_fraccionarancelaria7121,61082299,Los demás.
catalogos_fraccionarancelaria7122,61082901,De las demás materias textiles.
catalogos_fraccionarancelaria7123,61083101,Derogada
catalogos_fraccionarancelaria7124,61083102,Para mujeres.
catalogos_fraccionarancelaria7125,61083199,Los demás.
catalogos_fraccionarancelaria7126,61083201,Derogada
catalogos_fraccionarancelaria7127,61083202,Para mujeres.
catalogos_fraccionarancelaria7128,61083299,Los demás.
catalogos_fraccionarancelaria7129,61083901,De lana o pelo fino.
catalogos_fraccionarancelaria7130,61083999,Los demás.
catalogos_fraccionarancelaria7131,61089101,"Saltos de cama, albornoces de baño, batas de casa y artículos similares."
catalogos_fraccionarancelaria7132,61089199,Los demás.
catalogos_fraccionarancelaria7133,61089201,"Saltos de cama, albornoces de baño, batas de casa y artículos similares."
catalogos_fraccionarancelaria7134,61089299,Los demás.
catalogos_fraccionarancelaria7135,61089901,De lana o pelo fino.
catalogos_fraccionarancelaria7136,61089999,Los demás.
catalogos_fraccionarancelaria7137,61091001,Derogada
catalogos_fraccionarancelaria7138,61091002,Para hombres y mujeres.
catalogos_fraccionarancelaria7139,61091099,Las demás.
catalogos_fraccionarancelaria7140,61099001,Derogada
catalogos_fraccionarancelaria7141,61099002,Con un contenido de seda mayor o igual a 70% en peso.
catalogos_fraccionarancelaria7142,61099003,"Para hombres y mujeres, de fibras sintéticas o artificiales."
catalogos_fraccionarancelaria7143,61099091,Las demás de fibras sintéticas o artificiales.
catalogos_fraccionarancelaria7144,61099092,"Las demás, para hombres y mujeres."
catalogos_fraccionarancelaria7145,61099093,"Las demás, para niños y niñas."
catalogos_fraccionarancelaria7146,61099099,Derogada
catalogos_fraccionarancelaria7147,61101101,Derogada
catalogos_fraccionarancelaria7148,61101102,Para hombres y mujeres.
catalogos_fraccionarancelaria7149,61101199,Los demás.
catalogos_fraccionarancelaria7150,61101201,Suprimida
catalogos_fraccionarancelaria7151,61101202,Para hombres y mujeres.
catalogos_fraccionarancelaria7152,61101299,Los demás.
catalogos_fraccionarancelaria7153,61101901,Para hombres y mujeres.
catalogos_fraccionarancelaria7154,61101999,Los demás.
catalogos_fraccionarancelaria7155,61102001,Derogada
catalogos_fraccionarancelaria7156,61102002,"Para hombres y mujeres, suéteres (jerseys), ""pullovers"" y chalecos."
catalogos_fraccionarancelaria7157,61102003,"Para hombres y mujeres, sudaderas con dispositivo para abrochar."
catalogos_fraccionarancelaria7158,61102004,"Para hombres y mujeres, sudaderas sin dispositivo para abrochar."
catalogos_fraccionarancelaria7159,61102091,"Los demás suéteres (jerseys), ""pullovers"" y chalecos."
catalogos_fraccionarancelaria7160,61102092,Las demás sudaderas con dispositivo para abrochar.
catalogos_fraccionarancelaria7161,61102093,Las demás sudaderas sin dispositivo para abrochar.
catalogos_fraccionarancelaria7162,61102094,"Los demás, para hombres y mujeres."
catalogos_fraccionarancelaria7163,61102099,Los demás.
catalogos_fraccionarancelaria7164,61103001,Suprimida
catalogos_fraccionarancelaria7165,61103002,Suprimida
catalogos_fraccionarancelaria7166,61103003,"Para hombres y mujeres, sudaderas con dispositivo para abrochar, excepto lo comprendido en las fracciones 6110.30.01 y 6110.30.02. "
catalogos_fraccionarancelaria7167,61103004,"Construidos con 9 o menos puntadas por cada 2 cm, medidos en dirección horizontal, para hombres y mujeres, excepto los chalecos."
catalogos_fraccionarancelaria7168,61103005,"Construidos con 9 o menos puntadas por cada 2 cm, para niños y niñas, medidos en dirección horizontal, excepto los chalecos."
catalogos_fraccionarancelaria7169,61103006,"Con un contenido de lana o pelo fino mayor o igual a 23% en peso, para hombres y mujeres, excepto lo comprendido en la fracción 6110.30.04."
catalogos_fraccionarancelaria7170,61103007,"Con un contenido de lana o pelo fino mayor o igual a 23% en peso, para niños y niñas, excepto lo comprendido en la fracción 6110.30.05."
catalogos_fraccionarancelaria7171,61103091,"Las demás sudaderas con dispositivo para abrochar, excepto lo comprendido en las fracciones 6110.30.01 y  6110.30.02."
catalogos_fraccionarancelaria7172,61103092,"Las demás sudaderas, para niño o niña."
catalogos_fraccionarancelaria7173,61103093,"Los demás, para hombres y mujeres."
catalogos_fraccionarancelaria7174,61103099,Los demás.
catalogos_fraccionarancelaria7175,61109001,Con un contenido de seda mayor o igual a 70% en peso.
catalogos_fraccionarancelaria7176,61109003,"Para hombres y mujeres, sudadera con dispositivo para abrochar, excepto lo comprendido en la fracción 6110.90.01."
catalogos_fraccionarancelaria7177,61109004,"Para niños y niñas, sudadera con dispositivo para abrochar, excepto lo comprendido en la fracción 6110.90.01."
catalogos_fraccionarancelaria7178,61109005,"Para hombres y mujeres, sudadera sin dispositivo para abrochar, excepto lo comprendido en la fracción 6110.90.01."
catalogos_fraccionarancelaria7179,61109006,"Para niños y niñas, sudadera sin dispositivo para abrochar, excepto lo comprendido en la fracción 6110.90.01."
catalogos_fraccionarancelaria7180,61109091,"Los demás, para hombres y mujeres."
catalogos_fraccionarancelaria7181,61109099,Las demás.
catalogos_fraccionarancelaria7182,61112001,Derogada
catalogos_fraccionarancelaria7183,61112002,Suprimida
catalogos_fraccionarancelaria7184,61112003,Suprimida
catalogos_fraccionarancelaria7185,61112004,"Faldas, calzoncillos y demás prendas de vestir que cubran la parte inferior del cuerpo, excepto lo comprendido en las fracciones 61112019 y 61112020"
catalogos_fraccionarancelaria7186,61112005,Juegos.
catalogos_fraccionarancelaria7187,61112006,Suprimida
catalogos_fraccionarancelaria7188,61112007,Pañaleros.
catalogos_fraccionarancelaria7189,61112008,Camisas y blusas.
catalogos_fraccionarancelaria7190,61112009,"""T-shirt"" y camisetas."
catalogos_fraccionarancelaria7191,61112010,Suprimida
catalogos_fraccionarancelaria7192,61112011,"Calcetines, patucos, guantes, manoplas y artículos similares."
catalogos_fraccionarancelaria7193,61112013,Camisones y pijamas.
catalogos_fraccionarancelaria7194,61112014,Vestidos.
catalogos_fraccionarancelaria7195,61112015,Sudaderas.
catalogos_fraccionarancelaria7196,61112016,Suéteres.
catalogos_fraccionarancelaria7197,61112017,Mamelucos.
catalogos_fraccionarancelaria7198,61112018,Comandos.
catalogos_fraccionarancelaria7199,61112019,Pantalones largos.
catalogos_fraccionarancelaria7200,61112020,Pantalones cortos y shorts.
catalogos_fraccionarancelaria7201,61112091,Las demás prendas de vestir que cubran la mayor parte del cuerpo.
catalogos_fraccionarancelaria7202,61112092,Las demás prendas de vestir que cubran solo la parte superior del cuerpo.
catalogos_fraccionarancelaria7203,61112099,Los demás.
catalogos_fraccionarancelaria7204,61113001,Derogada
catalogos_fraccionarancelaria7205,61113002,Suprimida
catalogos_fraccionarancelaria7206,61113003,Suprimida
catalogos_fraccionarancelaria7207,61113004,Suprimida
catalogos_fraccionarancelaria7208,61113005,Juegos.
catalogos_fraccionarancelaria7209,61113006,Suprimida
catalogos_fraccionarancelaria7210,61113008,"Abrigos, chaquetones, capas, anoraks, cazadoras y artículos similares."
catalogos_fraccionarancelaria7211,61113009,Camisones y pijamas.
catalogos_fraccionarancelaria7212,61113010,Pañaleros.
catalogos_fraccionarancelaria7213,61113011,Vestidos.
catalogos_fraccionarancelaria7214,61113012,"""T-shirt"" y camisetas."
catalogos_fraccionarancelaria7215,61113013,Sudaderas.
catalogos_fraccionarancelaria7216,61113014,Suéteres.
catalogos_fraccionarancelaria7217,61113015,Calzoncillos.
catalogos_fraccionarancelaria7218,61113016,Faldas.
catalogos_fraccionarancelaria7219,61113017,Pantalones cortos y shorts.
catalogos_fraccionarancelaria7220,61113018,Mamelucos.
catalogos_fraccionarancelaria7221,61113019,Comandos.
catalogos_fraccionarancelaria7222,61113020,"Calcetines, patucos, guantes, manoplas y artículos similares."
catalogos_fraccionarancelaria7223,61113091,Las demás prendas de vestir que cubran la mayor parte del cuerpo.
catalogos_fraccionarancelaria7224,61113092,Las demás prendas de vestir que cubran solo la parte superior del cuerpo.
catalogos_fraccionarancelaria7225,61113093,Las demás prendas de vestir que solo cubran la parte inferior del cuerpo.
catalogos_fraccionarancelaria7226,61113099,Los demás.
catalogos_fraccionarancelaria7227,61119001,De lana o pelo fino.
catalogos_fraccionarancelaria7228,61119002,"Mamelucos, pañaleros, vestidos, abrigos, chaquetones, juegos y demás prendas de vestir que cubran la mayor parte del cuerpo, excepto lo comprendido en la fracción 6111.90.01."
catalogos_fraccionarancelaria7229,61119003,"Camisas, camisetas, sudaderas, chamarras, suéteres y demás prendas de vestir que cubran la parte superior del cuerpo, excepto lo comprendido en la fracción 61119001."
catalogos_fraccionarancelaria7230,61119004,"Pantalones, shorts, faldas, calzoncillos y demás prendas de vestir que cubran la parte inferior del cuerpo, excepto lo comprendido en la fracción 61119001."
catalogos_fraccionarancelaria7231,61119099,Los demás.
catalogos_fraccionarancelaria7232,61121101,De algodón.
catalogos_fraccionarancelaria7233,61121201,De fibras sintéticas.
catalogos_fraccionarancelaria7234,61121901,De fibras artificiales.
catalogos_fraccionarancelaria7235,61121902,Con un contenido de seda mayor o igual a 70% en peso.
catalogos_fraccionarancelaria7236,61121999,Los demás.
catalogos_fraccionarancelaria7237,61122001,De fibras sintéticas o artificiales.
catalogos_fraccionarancelaria7238,61122099,De las demás materias textiles.
catalogos_fraccionarancelaria7239,61123101,De fibras sintéticas.
catalogos_fraccionarancelaria7240,61123901,De las demás materias textiles.
catalogos_fraccionarancelaria7241,61124101,De fibras sintéticas.
catalogos_fraccionarancelaria7242,61124901,De las demás materias textiles.
catalogos_fraccionarancelaria7243,61130001,Para bucear (de buzo).
catalogos_fraccionarancelaria7244,61130099,Los demás.
catalogos_fraccionarancelaria7245,61142001,De algodón.
catalogos_fraccionarancelaria7246,61143001,Con un contenido de lana o pelo fino mayor o igual a 23% en peso.
catalogos_fraccionarancelaria7247,61143099,Los demás.
catalogos_fraccionarancelaria7248,61149001,De lana o pelo fino.
catalogos_fraccionarancelaria7249,61149099,Los demás.
catalogos_fraccionarancelaria7250,61151001,"Calzas, panty-medias, leotardos y medias de compresión progresiva (por ejemplo, medias para várices)."
catalogos_fraccionarancelaria7251,61152101,De fibras sintéticas de título inferior a 67 decitex por hilo sencillo.
catalogos_fraccionarancelaria7252,61152201,De fibras sintéticas de título superior o igual a 67 decitex por hilo sencillo.
catalogos_fraccionarancelaria7253,61152901,De las demás materias textiles.
catalogos_fraccionarancelaria7254,61153001,"Las demás medias de mujer, de título inferior a 67 decitex por hilo sencillo."
catalogos_fraccionarancelaria7255,61159401,De lana o pelo fino.
catalogos_fraccionarancelaria7256,61159501,De algodón.
catalogos_fraccionarancelaria7257,61159601,De fibras sintéticas.
catalogos_fraccionarancelaria7258,61159901,De las demás materias textiles.
catalogos_fraccionarancelaria7259,61161001,"Mitones y manoplas, de lana o pelo fino."
catalogos_fraccionarancelaria7260,61161099,Los demás.
catalogos_fraccionarancelaria7261,61169101,De lana o pelo fino.
catalogos_fraccionarancelaria7262,61169201,De algodón.
catalogos_fraccionarancelaria7263,61169301,De fibras sintéticas.
catalogos_fraccionarancelaria7264,61169901,De las demás materias textiles.
catalogos_fraccionarancelaria7265,61171001,De lana o pelo fino.
catalogos_fraccionarancelaria7266,61171099,Los demás.
catalogos_fraccionarancelaria7267,61178001,Corbatas y lazos similares.
catalogos_fraccionarancelaria7268,61178002,"Cintas, bandas o ligas, de sujeción para el cabello y artículos similares."
catalogos_fraccionarancelaria7269,61178099,Los demás.
catalogos_fraccionarancelaria7270,61179001,Partes.
catalogos_fraccionarancelaria7271,62011101,De lana o pelo fino.
catalogos_fraccionarancelaria7272,62011201,"Con un contenido del 15% o más, en peso, de plumón y plumas de ave acuática, siempre que el plumón comprenda 35% o más, en peso; con un contenido del 10% o más por peso del plumaje."
catalogos_fraccionarancelaria7273,62011291,"Los demás, para hombres."
catalogos_fraccionarancelaria7274,62011292,"Los demás, para niños."
catalogos_fraccionarancelaria7275,62011299,Derogada
catalogos_fraccionarancelaria7276,62011301,"Con un contenido del 15% o más, en peso, de plumón y plumas de ave acuática, siempre que el plumón comprenda 35% o más, en peso; con un contenido del 10% o más por peso del plumaje."
catalogos_fraccionarancelaria7277,62011302,"Con un contenido de lana o pelo fino mayor o igual a 36% en peso, excepto lo comprendido en la fracción 6201.13.01."
catalogos_fraccionarancelaria7278,62011391,"Los demás, para hombres."
catalogos_fraccionarancelaria7279,62011392,"Los demás, para niños."
catalogos_fraccionarancelaria7280,62011399,Derogada
catalogos_fraccionarancelaria7281,62011901,De las demás materias textiles.
catalogos_fraccionarancelaria7282,62019101,De lana o pelo fino.
catalogos_fraccionarancelaria7283,62019201,"Con un contenido del 15% o más, en peso, de plumón y plumas de ave acuática, siempre que el plumón comprenda 35% o más, en peso; con un contenido del 10% o más por peso del plumaje."
catalogos_fraccionarancelaria7284,62019291,"Los demás, para hombres."
catalogos_fraccionarancelaria7285,62019292,"Los demás, para niños."
catalogos_fraccionarancelaria7286,62019299,Derogada
catalogos_fraccionarancelaria7287,62019301,Con un contenido de lana o pelo fino mayor o igual a 36% en peso.
catalogos_fraccionarancelaria7288,62019399,Los demás.
catalogos_fraccionarancelaria7289,62019901,De las demás materias textiles.
catalogos_fraccionarancelaria7290,62021101,De lana o pelo fino.
catalogos_fraccionarancelaria7291,62021201,"Con un contenido del 15% o más, en peso, de plumón y plumas de ave acuática, siempre que el plumón comprenda 35% o más, en peso; con un contenido del 10% o más por peso del plumaje."
catalogos_fraccionarancelaria7292,62021291,"Los demás, para mujeres."
catalogos_fraccionarancelaria7293,62021292,"Los demás, para niñas."
catalogos_fraccionarancelaria7294,62021299,Derogada
catalogos_fraccionarancelaria7295,62021301,"Con un contenido del 15% o más, en peso, de plumón y plumas de ave acuática, siempre que el plumón comprenda 35% o más, en peso; con un contenido del 10% o más por peso del plumaje."
catalogos_fraccionarancelaria7296,62021302,"Con un contenido de lana o pelo fino mayor o igual a 36% en peso, excepto lo comprendido en la fracción 6202.13.01."
catalogos_fraccionarancelaria7297,62021391,"Los demás, para mujeres."
catalogos_fraccionarancelaria7298,62021392,"Los demás, para niñas."
catalogos_fraccionarancelaria7299,62021399,Derogada
catalogos_fraccionarancelaria7300,62021901,De las demás materias textiles.
catalogos_fraccionarancelaria7301,62029101,De lana o pelo fino.
catalogos_fraccionarancelaria7302,62029201,"Con un contenido del 15% o más, en peso, de plumón y plumas de ave acuática, siempre que el plumón comprenda 35% o más, en peso; con un contenido del 10% o más por peso del plumaje."
catalogos_fraccionarancelaria7303,62029291,"Los demás, para mujeres."
catalogos_fraccionarancelaria7304,62029292,"Los demás, para niñas."
catalogos_fraccionarancelaria7305,62029299,Derogada
catalogos_fraccionarancelaria7306,62029301,Con un contenido de lana o pelo fino mayor o igual a 36% en peso.
catalogos_fraccionarancelaria7307,62029391,"Los demás, para mujeres."
catalogos_fraccionarancelaria7308,62029392,"Los demás, para niñas."
catalogos_fraccionarancelaria7309,62029399,Derogada
catalogos_fraccionarancelaria7310,62029901,De las demás materias textiles.
catalogos_fraccionarancelaria7311,62031101,De lana o pelo fino.
catalogos_fraccionarancelaria7312,62031201,De fibras sintéticas.
catalogos_fraccionarancelaria7313,62031901,De algodón o de fibras artificiales.
catalogos_fraccionarancelaria7314,62031902,Con un contenido de seda mayor o igual a 70% en peso.
catalogos_fraccionarancelaria7315,62031999,Las demás.
catalogos_fraccionarancelaria7316,62032201,De algodón.
catalogos_fraccionarancelaria7317,62032301,De fibras sintéticas.
catalogos_fraccionarancelaria7318,62032901,De lana o pelo fino.
catalogos_fraccionarancelaria7319,62032999,Los demás.
catalogos_fraccionarancelaria7320,62033101,De lana o pelo fino.
catalogos_fraccionarancelaria7321,62033201,Derogada
catalogos_fraccionarancelaria7322,62033202,Para hombres.
catalogos_fraccionarancelaria7323,62033299,Los demás.
catalogos_fraccionarancelaria7324,62033301,Con un contenido de lana o pelo fino mayor o igual a 36% en peso.
catalogos_fraccionarancelaria7325,62033391,"Los demás, para hombres."
catalogos_fraccionarancelaria7326,62033392,"Los demás, para niños."
catalogos_fraccionarancelaria7327,62033399,Derogada
catalogos_fraccionarancelaria7328,62033901,"De fibras artificiales, excepto lo comprendido en la fracción 6203.39.03."
catalogos_fraccionarancelaria7329,62033902,Con un contenido de seda mayor o igual a 70% en peso.
catalogos_fraccionarancelaria7330,62033903,Con un contenido de lana o pelo fino mayor o igual a 36% en peso.
catalogos_fraccionarancelaria7331,62033999,Los demás.
catalogos_fraccionarancelaria7332,62034101,De lana o pelo fino.
catalogos_fraccionarancelaria7333,62034201,"Con un contenido del 15% o más, en peso, de plumón y plumas de ave acuática, siempre que el plumón comprenda 35% o más, en peso; con un contenido del 10% o más por peso del plumaje."
catalogos_fraccionarancelaria7334,62034202,Pantalones con peto y tirantes.
catalogos_fraccionarancelaria7335,62034203,Suprimida
catalogos_fraccionarancelaria7336,62034204,Derogada
catalogos_fraccionarancelaria7337,62034205,Derogada
catalogos_fraccionarancelaria7338,62034206,Derogada
